calling,calories,heart_monitor,image,period_tracking,price,rating,sleep_tracking,step_counter,title,waterproof
No,No,No,https://rukminim2.flixcart.com/image/312/312/jb6tksw0/smart-band-tag/q/y/r/ftj1101-fossil-original-imafyhqpf6gz82nh.jpeg?q=70,No,"₹1,999",3.3,No,No,currently unavailable,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/k63xle80/smart-band-tag/e/v/h/m4-smart-band-multicolor-hkm-original-imafnftspgs88ajp.jpeg?q=70,No,₹319,3.4,No,No,currently unavailable,Yes
No,Yes,Yes,https://rukminim2.flixcart.com/image/312/312/j58hj0w0/smart-band-tag/q/h/b/hw01-plus-lenovo-original-imaevyz8qkgpgjsv.jpeg?q=70,No,"₹2,499",3.5,Yes,No,currently unavailable,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kvlaaa80/smart-band-tag/3/g/9/na-no-medium-1-yes-yes-ja-smart-watch-id116-51-android-ios-original-imag8g8hyhgjcatd.jpeg?q=70,No,₹442,0,No,No,currently unavailable,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kddf6a80/smart-band-tag/k/g/c/yes-yes-m3-smart-band-android-ios-zepper-no-original-imafu9v2csmdndx3.jpeg?q=70,No,₹373,3.2,No,No,currently unavailable,Yes
No,No,Yes,https://rukminim2.flixcart.com/image/312/312/kpk3csw0/smart-band-tag/1/0/u/no-regular-arg-b39-yes-android-ios-honor-yes-original-imag3ru4ezhmkq9s.jpeg?q=70,No,"₹3,099",4.3,Yes,No,currently unavailable,Yes
No,No,Yes,https://rukminim2.flixcart.com/image/312/312/kpk3csw0/smart-band-tag/u/y/q/no-regular-arg-b39-yes-android-ios-honor-yes-original-imag3ru49v8bsqh7.jpeg?q=70,No,"₹2,499",4.3,Yes,No,currently unavailable,Yes
No,Yes,Yes,https://rukminim2.flixcart.com/image/312/312/j30gvbk0-1/smart-band-tag/b/z/f/hw01-lenovo-original-imaeu8phbqhq7exh.jpeg?q=70,No,"₹1,599",3.8,Yes,No,currently unavailable,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kqpj4i80/smart-band-tag/8/e/6/no-free-size-ml-415-no-proprietary-os-mclaren-yes-original-imag4nvrg6jhe2y6.jpeg?q=70,No,₹194,3.4,No,No,currently unavailable,No
No,No,No,https://rukminim2.flixcart.com/image/312/312/kshtxu80/smart-band-tag/a/k/s/oled-no-free-size-248-0-no-no-ml-22-proprietary-os-mclaren-yes-original-imag6fv5y78utpeu.jpeg?q=70,No,₹168,3.3,No,No,currently unavailable,No
No,Yes,Yes,https://rukminim2.flixcart.com/image/312/312/smart-band-tag/j/m/v/charge-2-small-fitbit-original-imaepyzpgbvfnwhu.jpeg?q=70,No,"₹7,599",4.3,No,Yes,currently unavailable,Yes
No,No,Yes,https://rukminim2.flixcart.com/image/312/312/xif0q/smart-band-tag/r/m/m/oled-no-free-size-2-yes-yes-dp01-android-ios-rhobos-yes-original-imaghgbyhg9mvghk.jpeg?q=70,No,"₹1,322",0,No,No,currently unavailable,No
No,No,No,https://rukminim2.flixcart.com/image/312/312/jkcwakw0/smart-band-tag/x/m/g/swd90059pp06-fastrack-original-imaf7f4nhexs8hge.jpeg?q=70,No,"₹1,995",2.0,No,No,currently unavailable,Yes
No,No,Yes,https://rukminim2.flixcart.com/image/312/312/k69ncsw0/smart-band-tag/4/a/4/crs-b19s-honor-original-imafzrmphssfnwce.jpeg?q=70,No,"₹2,099",4.4,No,No,currently unavailable,Yes
No,No,Yes,https://rukminim2.flixcart.com/image/312/312/jit64cw0-1/smart-band-tag/k/x/a/b073whkxqc-honor-original-imaf6gxyjtsqg5gy.jpeg?q=70,No,"₹2,249",4.3,Yes,Yes,currently unavailable,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kshtxu80/smart-band-tag/a/e/a/oled-no-free-size-248-0-no-no-ml-22-proprietary-os-mclaren-yes-original-imag6fvawjm4dzxq.jpeg?q=70,No,₹177,3.3,No,No,currently unavailable,No
No,No,No,https://rukminim2.flixcart.com/image/312/312/kdqa4y80-0/watch/r/z/e/digital-watches-for-boys-and-girls-skyclue-original-imafuknwv5fbszxq.jpeg?q=70,No,₹175,3.3,No,No,currently unavailable,No
No,No,No,https://rukminim2.flixcart.com/image/312/312/k612pow0/smart-band-tag/y/e/6/band-smart-fitness-band-brinja-enterprise-original-imafzkzpjadngsgr.jpeg?q=70,No,₹353,2.3,No,No,currently unavailable,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/k58hwnk0/smart-band-tag/t/h/r/m4-bluetooth-fitness-smart-band-waterproof-and-blood-pressure-original-imafnyhjpka52esc.jpeg?q=70,No,₹551,3.1,No,No,currently unavailable,Yes
No,No,Yes,https://rukminim2.flixcart.com/image/312/312/smart-band-tag/j/m/v/charge-2-small-fitbit-original-imaepyzpgbvfnwhu.jpeg?q=70,No,"₹7,599",4.3,No,No,currently unavailable,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kura1e80/smartwatch/z/w/e/44-android-w26-plus-pro-smart-watch-with-scroll-working-original-imag7t5ktw88yyyh.jpeg?q=70,No,"₹1,698",0,No,No,nkl activity tracker 55 smart watch monitor,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/j5vcknk0/smart-band-tag/m/x/x/vivofit-jr-garmin-original-imaewfzhjughmwej.jpeg?q=70,No,"₹6,099",3.4,Yes,Yes,garmin vivofit jr smartband,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kwb07m80/smart-band-tag/s/z/f/led-no-free-4-yes-yes-premium-quality-smart-watch-series6-original-imag9ynymedcjkuy.jpeg?q=70,No,"₹1,773",0,No,No,nkl premium quality smart watch series6,Yes
Yes,No,No,https://rukminim2.flixcart.com/image/312/312/l5jxt3k0/smart-band-tag/j/x/w/lcd-no-free-2-yes-yes-newly-crown-working-smartwatch-07-series-7-original-imagg7d4ht9ghbmz.jpeg?q=70,No,"₹1,795",0,No,No,nkl newly crown working smartwatch 07 series 7 bluetooth calling value for money,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/klmmrgw0/smartwatch/y/t/w/1-33-chg-cvd-251-mi-t55-series-5-smart-watch-android-ios-chg-original-imagypzre9wae2xg.jpeg?q=70,No,"₹1,604",0,No,No,nkl dual strap smart watch monitor activity,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/ky4qgsw0/smart-band-tag/7/v/1/led-no-free-2-yes-yes-smartwatch-044-watch-series-7-bluetooth-original-imagafvhshgtpdec.jpeg?q=70,No,"₹1,689",3.8,No,No,nkl smartwatch 044 watch series 7 bluetooth,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kwb07m80/smart-band-tag/a/r/g/led-no-free-4-yes-yes-fully-loading-series6-bluetooth-smartwatch-original-imag9yqka2gguy5c.jpeg?q=70,No,"₹1,584",0,No,No,nkl fully loading app 55+ smart watch,Yes
No,No,Yes,https://rukminim2.flixcart.com/image/312/312/l4rd0280/smart-band-tag/t/x/d/amoled-no-free-4-yes-yes-d20-android-ios-jokin-yes-original-imagfh4qhcpdhv69.jpeg?q=70,No,₹903,0,No,No,mabron d116 touchscreen smart watch bluetooth smartwatch with heart rate sens,No
No,No,No,https://rukminim2.flixcart.com/image/312/312/kwb07m80/smart-band-tag/l/8/c/led-no-free-4-yes-yes-smart-fulldisplay-55-smart-watch-fully-original-imag9ycgqtbutzte.jpeg?q=70,No,"₹1,958",3.7,No,No,nkl smart fulldisplay 55 smart watch loading,Yes
No,No,Yes,https://rukminim2.flixcart.com/image/312/312/xif0q/smart-band-tag/j/e/x/oled-no-free-size-2-yes-yes-dp402-android-ios-rhobos-yes-original-imaghgbh8wfbmgfy.jpeg?q=70,No,₹870,0,No,No,mabron bluetooth d116 smartwatch with heart rate monitor for all mens/womens/,No
No,No,No,https://rukminim2.flixcart.com/image/312/312/kwdv3bk0/smart-band-tag/o/o/c/led-no-free-4-yes-yes-waterproof-body-functions-newly-full-original-imag92sbhwngdntu.jpeg?q=70,No,"₹1,795",0,No,No,nkl latest 55+ smart watch app loading,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kw104nk0/smartwatch/i/x/d/44-android-ios-storm-black-t500-plus-krondal-yes-original-imag8srvujacyfys.jpeg?q=70,No,"₹1,786",0,No,Yes,nkl watch app steps counter 55+ smart,Yes
No,No,No,https://rukminim2.flixcart.com/image/312/312/kyq62kw0/smart-band-tag/0/q/r/led-no-free-2-yes-yes-smartwatch-112-watch-series-7-bluetooth-original-imagawdznuzgrucs.jpeg?q=70,No,"₹1,604",0,No,No,nkl smartwatch 112 watch series 7 bluetooth,Yes
